2026-03-28 08:21:27 - knowledge_creator - INFO - Logging to: /home/tie303177/work/nabledge/work2/tools/knowledge-creator/.logs/v1.2/20260328T082127/execution.log
2026-03-28 08:21:27 - knowledge_creator - INFO - 
📋Phase A: Prepare
2026-03-28 08:21:27 - knowledge_creator - INFO -    └─ Scanning documentation sources...
2026-03-28 08:21:28 - knowledge_creator - INFO - 
   📊Found 293 source files
2026-03-28 08:21:28 - knowledge_creator - INFO -       📝RST: 293
2026-03-28 08:21:28 - knowledge_creator - INFO -       📄MD: 0
2026-03-28 08:21:28 - knowledge_creator - INFO -       📊Excel: 0
2026-03-28 08:21:28 - knowledge_creator - INFO - 
   💾Saved: tools/knowledge-creator/.logs/v1.2/20260328T082127/phase-a/sources.json
2026-03-28 08:21:28 - knowledge_creator - WARNING -     WARNING: 'フォルダ構成' has 473 lines but no h3 subsections
2026-03-28 08:21:28 - knowledge_creator - INFO -    ✂️Split about-nablarch-top-nablarch: 529 lines → 3 parts
2026-03-28 08:21:28 - knowledge_creator - INFO -    ✂️Split testing-framework-01_UnitTestOutline: 462 lines → 2 parts
2026-03-28 08:21:28 - knowledge_creator - INFO -    ✂️Split nablarch-batch-04_fileInputBatch: 576 lines → 2 parts
2026-03-28 08:21:28 - knowledge_creator - INFO -    ✂️Split testing-framework-02_RequestUnitTest: 731 lines → 2 parts
2026-03-28 08:21:28 - knowledge_creator - INFO -    ✂️Split testing-framework-batch: 579 lines → 2 parts
2026-03-28 08:21:28 - knowledge_creator - INFO -    ✂️Split testing-framework-01_entityUnitTest: 840 lines → 3 parts
2026-03-28 08:21:28 - knowledge_creator - WARNING -     WARNING: '更新画面初期表示の実装' has 538 lines but no h3 subsections
2026-03-28 08:21:28 - knowledge_creator - INFO -    ✂️Split testing-framework-02_DbAccessTest: 543 lines → 2 parts
2026-03-28 08:21:28 - knowledge_creator - INFO -    ✂️Split testing-framework-01_Abstract: 544 lines → 2 parts
2026-03-28 08:21:28 - knowledge_creator - INFO -    ✂️Split testing-framework-02_RequestUnitTest: 562 lines → 2 parts
2026-03-28 08:21:28 - knowledge_creator - INFO -    ✂️Split testing-framework-03_Tips: 775 lines → 3 parts
2026-03-28 08:21:28 - knowledge_creator - INFO -    ✂️Split web-application-04_validation: 1025 lines → 4 parts
2026-03-28 08:21:28 - knowledge_creator - INFO -    ✂️Split web-application-07_insert: 407 lines → 2 parts
2026-03-28 08:21:28 - knowledge_creator - INFO -    ✂️Split web-application-03_listSearch: 504 lines → 2 parts
2026-03-28 08:21:28 - knowledge_creator - INFO -    ✂️Split web-application-Other: 557 lines → 2 parts
2026-03-28 08:21:28 - knowledge_creator - INFO -    ✂️Split web-application-01_DbAccessSpec_Example: 1556 lines → 5 parts
2026-03-28 08:21:28 - knowledge_creator - INFO -    ✂️Split web-application-basic: 814 lines → 3 parts
2026-03-28 08:21:28 - knowledge_creator - INFO -    ✂️Split web-application-screenTransition: 497 lines → 2 parts
2026-03-28 08:21:28 - knowledge_creator - INFO -    ✂️Split web-application-function: 1352 lines → 5 parts
2026-03-28 08:21:28 - knowledge_creator - INFO -    ✂️Split web-application-inputAndOutput: 1034 lines → 3 parts
2026-03-28 08:21:28 - knowledge_creator - INFO -    ✂️Split toolbox-01_EntityGenerator: 413 lines → 2 parts
2026-03-28 08:21:28 - knowledge_creator - INFO -    ✂️Split handlers-HttpMethodBinding: 496 lines → 2 parts
2026-03-28 08:21:28 - knowledge_creator - INFO -    ✂️Split libraries-08_ExclusiveControl: 669 lines → 2 parts
2026-03-28 08:21:28 - knowledge_creator - INFO -    ✂️Split libraries-02_CodeManager: 617 lines → 2 parts
2026-03-28 08:21:28 - knowledge_creator - INFO -    ✂️Split libraries-04_Permission: 563 lines → 2 parts
2026-03-28 08:21:28 - knowledge_creator - INFO -    ✂️Split libraries-07_DisplayTag: 1067 lines → 4 parts
2026-03-28 08:21:28 - knowledge_creator - INFO -    ✂️Split libraries-07_SubmitTag: 890 lines → 3 parts
2026-03-28 08:21:28 - knowledge_creator - INFO -    ✂️Split libraries-07_TagReference: 1774 lines → 5 parts
2026-03-28 08:21:28 - knowledge_creator - INFO -    ✂️Split libraries-07_FormTag: 566 lines → 2 parts
2026-03-28 08:21:28 - knowledge_creator - INFO -    ✂️Split libraries-07_FacilitateTag: 1106 lines → 4 parts
2026-03-28 08:21:28 - knowledge_creator - INFO -    ✂️Split libraries-07_FormTagList: 474 lines → 2 parts
2026-03-28 08:21:28 - knowledge_creator - INFO -    ✂️Split libraries-04_DbAccessSpec: 488 lines → 2 parts
2026-03-28 08:21:28 - knowledge_creator - INFO -    ✂️Split libraries-05_StaticDataCache: 578 lines → 2 parts
2026-03-28 08:21:28 - knowledge_creator - INFO -    ✂️Split libraries-01_Log: 1492 lines → 4 parts
2026-03-28 08:21:28 - knowledge_creator - INFO -    ✂️Split libraries-07_Message: 434 lines → 2 parts
2026-03-28 08:21:28 - knowledge_creator - INFO -    ✂️Split libraries-02_SqlLog: 558 lines → 2 parts
2026-03-28 08:21:28 - knowledge_creator - INFO -    ✂️Split libraries-01_FailureLog: 810 lines → 3 parts
2026-03-28 08:21:28 - knowledge_creator - INFO -    ✂️Split libraries-04_HttpAccessLog: 441 lines → 2 parts
2026-03-28 08:21:28 - knowledge_creator - INFO -    ✂️Split libraries-02_04_Repository_override: 412 lines → 2 parts
2026-03-28 08:21:28 - knowledge_creator - INFO -    ✂️Split libraries-02_01_Repository_config: 1263 lines → 4 parts
2026-03-28 08:21:28 - knowledge_creator - INFO -    ✂️Split libraries-04_Statement: 543 lines → 2 parts
2026-03-28 08:21:28 - knowledge_creator - INFO -    ✂️Split libraries-04_ObjectSave: 852 lines → 3 parts
2026-03-28 08:21:28 - knowledge_creator - INFO -    ✂️Split libraries-08_03_validation_recursive: 477 lines → 2 parts
2026-03-28 08:21:28 - knowledge_creator - INFO -    ✂️Split libraries-08_02_validation_usage: 701 lines → 2 parts
2026-03-28 08:21:28 - knowledge_creator - INFO -    ✂️Split libraries-05_FileDownload: 427 lines → 2 parts
2026-03-28 08:21:28 - knowledge_creator - INFO -    ✂️Split about-nablarch-concept: 1017 lines → 3 parts
2026-03-28 08:21:28 - knowledge_creator - INFO -    ✂️Split libraries-mail: 668 lines → 2 parts
2026-03-28 08:21:28 - knowledge_creator - INFO -    ✂️Split libraries-thread_context: 707 lines → 2 parts
2026-03-28 08:21:28 - knowledge_creator - INFO -    ✂️Split libraries-enterprise_messaging: 628 lines → 2 parts
2026-03-28 08:21:28 - knowledge_creator - INFO -    ✂️Split libraries-validation_basic_validators: 587 lines → 2 parts
2026-03-28 08:21:28 - knowledge_creator - INFO -    ✂️Split libraries-record_format: 848 lines → 3 parts
2026-03-28 08:21:28 - knowledge_creator - INFO - 
   ✂️Split 50 large files into 129 total entries
2026-03-28 08:21:28 - knowledge_creator - INFO - 
   🔧Deduplicating 8 duplicate IDs...
2026-03-28 08:21:28 - knowledge_creator - INFO -    🔧Dedup: testing-framework-delayed_send -> testing-framework-delayed_send-02_RequestUnitTest
2026-03-28 08:21:28 - knowledge_creator - INFO -    🔧Dedup: testing-framework-delayed_send -> testing-framework-delayed_send-03_DealUnitTest
2026-03-28 08:21:28 - knowledge_creator - INFO -    🔧Dedup: mom-messaging-02_basic -> mom-messaging-02_basic-04_Explanation_delayed_receive
2026-03-28 08:21:28 - knowledge_creator - INFO -    🔧Dedup: mom-messaging-02_basic -> mom-messaging-02_basic-04_Explanation_delayed_send
2026-03-28 08:21:28 - knowledge_creator - INFO -    🔧Dedup: mom-messaging-02_basic -> mom-messaging-02_basic-04_Explanation_send_sync
2026-03-28 08:21:28 - knowledge_creator - INFO -    🔧Dedup: mom-messaging-02_basic -> mom-messaging-02_basic-04_Explanation_real
2026-03-28 08:21:28 - knowledge_creator - INFO -    🔧Dedup: testing-framework-delayed_receive -> testing-framework-delayed_receive-02_RequestUnitTest
2026-03-28 08:21:28 - knowledge_creator - INFO -    🔧Dedup: testing-framework-delayed_receive -> testing-framework-delayed_receive-03_DealUnitTest
2026-03-28 08:21:28 - knowledge_creator - INFO -    🔧Dedup: testing-framework-send_sync -> testing-framework-send_sync-02_RequestUnitTest
2026-03-28 08:21:28 - knowledge_creator - INFO -    🔧Dedup: testing-framework-send_sync -> testing-framework-send_sync-03_DealUnitTest
2026-03-28 08:21:28 - knowledge_creator - INFO -    🔧Dedup: testing-framework-real -> testing-framework-real-02_RequestUnitTest
2026-03-28 08:21:28 - knowledge_creator - INFO -    🔧Dedup: testing-framework-real -> testing-framework-real-03_DealUnitTest
2026-03-28 08:21:28 - knowledge_creator - INFO -    🔧Dedup: libraries-validation -> libraries-validation-core_library
2026-03-28 08:21:28 - knowledge_creator - INFO -    🔧Dedup: libraries-validation -> libraries-validation-validation
2026-03-28 08:21:28 - knowledge_creator - INFO -    🔧Dedup: nablarch-batch-batch -> nablarch-batch-batch-architectural_pattern
2026-03-28 08:21:28 - knowledge_creator - INFO -    🔧Dedup: nablarch-batch-batch -> nablarch-batch-batch-batch
2026-03-28 08:21:28 - knowledge_creator - INFO -    🔧Dedup: testing-framework-02_RequestUnitTest--s1 -> testing-framework-02_RequestUnitTest-02_RequestUnitTest--s1
2026-03-28 08:21:28 - knowledge_creator - INFO -    🔧Dedup: testing-framework-02_RequestUnitTest--s1 -> testing-framework-02_RequestUnitTest-06_TestFWGuide--s1
2026-03-28 08:21:28 - knowledge_creator - INFO - 
   📑Classified 372 files
2026-03-28 08:21:28 - knowledge_creator - INFO -       🔄processing-pattern: 34
2026-03-28 08:21:28 - knowledge_creator - INFO -          📄web-application: 18
2026-03-28 08:21:28 - knowledge_creator - INFO -          📄nablarch-batch: 13
2026-03-28 08:21:28 - knowledge_creator - INFO -          📄mom-messaging: 3
